FileName,Speaker,FinalSyll,Sex,Question,PitchMin,PitchMax,PitchRange,numPoints,Pt1Time,Pt2Time,Pt3Time,Pt4Time,Pt5Time,Pt6Time,Pt7Time,Pt8Time,Pt9Time,syllableStart.1,syllableEnd.1,syllableStart.2,syllableEnd.2,syllableStart.3,syllableEnd.3,syllableStart.4,syllableEnd.4,syllableStart.5,syllableEnd.5,syllableStart.6,syllableEnd.6,syllableStart.7,syllableEnd.7
CORRECTPAEnglish_011b_ExpAudio_B_05_ER_P11_1,P11,rise,F,Did Mommy fold the laundry?,143.0161822,284.815309,141.7991268,7,0.321151117,0.514730221,0.635805135,0.742498253,1.212356043,1.315147993,1.569521677,NA,NA,0.26744962,0.434928267,0.434928267,0.635512955,0.635512955,0.795020095,0.795020095,1.025020095,1.025020095,1.105020095,1.105020095,1.356556715,1.356556715,1.615020095
CORRECTPAEnglish_040a_ExpAudio_A_02_G_P40_1,P40,rise,M,Did Bobby post the schedule?,103.8394729,316.7237825,212.8843096,4,0.399344035,0.595365121,0.777025914,1.757553976,NA,NA,NA,NA,NA,0.376020868,0.545040783,0.545040783,0.712355387,0.712355387,0.875040783,0.875040783,1.185040783,1.185040783,1.255798925,1.255798925,1.535040783,1.535040783,1.802290897
CORRECTPAEnglish_029a_ExpAudio_A_05_G_P29_1,P29,fall,F,Did Mommy fold the laundry?,88.13489952,270.3836511,182.2487515,6,0.218565438,0.47295581,0.731395328,1.097586677,1.271472161,1.471835972,NA,NA,NA,0.184998175,0.314956227,0.314956227,0.47916427,0.47916427,0.614956227,0.614956227,0.864956227,0.864956227,0.944956227,0.944956227,1.214956227,1.214956227,1.483581048
CORRECTPAEnglish_023a_ExpAudio_A_05_ER_P23_1,P23,rise,F,Did Mary hurt her shoulder?,159.5822854,280.0538799,120.4715945,4,0.2415199,1.144422804,1.294869656,1.474621693,NA,NA,NA,NA,NA,0.226426704,0.344999606,0.344999606,0.505154852,0.505154852,0.646368649,0.646368649,0.864999606,0.864999606,1.014999606,1.014999606,1.283703652,1.283703652,1.474066673
CORRECTPAEnglish_042a_ExpAudio_A_04_G_P42_1,P42,neutral,M,Did Daddy make his pancakes?,83.79921151,157.4158823,73.61667083,4,0.612043452,0.95184166,1.077363675,1.899154665,NA,NA,NA,NA,NA,0.54591319,0.734979773,0.734979773,0.954587888,0.954587888,1.094979773,1.094979773,1.361480389,1.361480389,1.484979773,1.484979773,1.72383213,1.72383213,2.145884324
CORRECTPAEnglish_026b_ExpAudio_B_06_G_P26_1,P26,fall,M,Did Gerald like the meatballs?,75.42918883,137.2668963,61.83770742,4,0.418904918,0.735952301,1.261567502,1.440864861,NA,NA,NA,NA,NA,0.235308695,0.334984442,0.334984442,0.504984442,0.504984442,0.684984442,0.684984442,0.901315573,0.901315573,0.984984442,0.984984442,1.174860593,1.174860593,1.63593658
CORRECTPAEnglish_022b_ExpAudio_B_01_ER_P22_1,P22,neutral,M,Did Kevin do his homework?,76.2843952,177.0575896,100.7731944,6,0.271637519,0.49745195,0.616165822,0.864468884,1.090958528,1.288738218,NA,NA,NA,0.219104128,0.345032818,0.345032818,0.525341426,0.525341426,0.665032818,0.665032818,0.814657451,0.814657451,0.945032818,0.945032818,1.144989235,1.144989235,1.40642637
CORRECTPAEnglish_031a_ExpAudio_A_05_ER_P31_1,P31,rise,F,Did Mary hurt her shoulder?,216.1321895,512.9084792,296.7762898,7,0.227775171,0.502922818,0.660665981,0.866373576,1.235824603,1.464088659,1.738479796,NA,NA,0.207618476,0.363814006,0.363814006,0.525253363,0.525253363,0.705145401,0.705145401,1.094960664,1.094960664,1.284960664,1.284960664,1.53459708,1.53459708,1.789908145
CORRECTPAEnglish_005b_ExpAudio_B_04_ER_P05_1,P05,fall,M,Did Daddy make his pancakes?,96.12596538,177.6694783,81.54351296,4,0.729316261,1.645892748,1.806131619,1.981557987,NA,NA,NA,NA,NA,0.542915771,0.674969018,0.674969018,0.844946801,0.844946801,0.938922365,0.938922365,1.184969018,1.184969018,1.444969018,1.444969018,1.715042753,1.715042753,2.26721181
CORRECTPAEnglish_034b_ExpAudio_B_03_ER_P34_1,P34,rise,F,Did Linda bake these muffins?,179.6317962,310.9177369,131.2859407,5,0.33681991,0.56230119,0.713544472,1.419842053,1.675129257,NA,NA,NA,NA,0.308850854,0.444947141,0.444947141,0.655090851,0.655090851,0.776359507,0.776359507,1.044947141,1.044947141,1.274947141,1.274947141,1.435500653,1.435500653,1.821167899
CORRECTPAEnglish_008a_ExpAudio_A_01_G_P08_1,P08,fall,M,Did Kevin do his homework?,86.94679585,594.7535185,507.8067226,7,0.466851084,0.708881929,1.144130483,1.363378922,1.498416629,1.623043739,1.806961587,NA,NA,0.436722822,0.614943532,0.614943532,0.805806225,0.805806225,0.995045445,0.995045445,1.205026672,1.205026672,1.425026672,1.425026672,1.705026672,1.705026672,2.021877897
CORRECTPAEnglish_026b_ExpAudio_B_06_ER_P26_1,P26,fall,M,Did Clover build this table?,81.73260574,244.1598101,162.4272043,7,0.391346195,0.545431711,0.729581413,0.773208523,1.213225987,1.420756533,1.462879824,NA,NA,0.201492787,0.304991747,0.304991747,0.537253013,0.537253013,0.684374453,0.684374453,0.944991747,0.944991747,1.144991747,1.144991747,1.35565831,1.35565831,1.523962919
CORRECTPAEnglish_033a_ExpAudio_A_05_ER_P33_1,P33,fall,F,Did Mary hurt her shoulder?,112.5965255,358.0023679,245.4058423,7,0.347846139,0.480161109,0.67685644,0.989509618,1.19836441,1.284744258,1.587023836,NA,NA,0.324414735,0.42323584400000003,0.42323584400000003,0.56383951,0.56383951,0.694960586,0.694960586,0.895823432,0.895823432,0.994127822,0.994127822,1.28532734,1.28532734,1.592431434
CORRECTPAEnglish_025a_ExpAudio_A_06_ER_P25_1,P25,fall,F,Did Gerald like the meatballs?,80.34989211,203.3930685,123.0431764,6,0.283467387,0.401751392,0.647666432,1.172536845,1.350896726,1.814771142,NA,NA,NA,0.258002248,0.414967389,0.414967389,0.564820652,0.564820652,0.836412283,0.836412283,1.094967389,1.094967389,1.183798865,1.183798865,1.514925841,1.514925841,1.982785586
CORRECTPAEnglish_034b_ExpAudio_B_05_ER_P34_1,P34,fall,F,Did Mommy fold the laundry?,133.6713686,219.1106299,85.43926131,7,0.275252817,0.562512801,0.694794673,0.816297484,1.186713967,1.366530672,1.530683641,NA,NA,0.255305378,0.36504504,0.36504504,0.573349802,0.573349802,0.72504504,0.72504504,0.96504504,0.96504504,1.053793073,1.053793073,1.32310291,1.32310291,1.544930202
CORRECTPAEnglish_026b_ExpAudio_B_01_ER_P26_1,P26,fall,M,Did Kevin do his homework?,79.23729937,123.7849288,44.54762944,5,0.21235533,0.8006696,0.960435625,1.054548791,1.204997275,NA,NA,NA,NA,0.197310612,0.304965426,0.304965426,0.473440843,0.473440843,0.624965426,0.624965426,0.72643228,0.72643228,0.864965426,0.864965426,1.071245588,1.071245588,1.364300884
CORRECTPAEnglish_013b_ExpAudio_B_02_ER_P13_1,P13,fall,M,Did Bobby post the schedule?,76.13728325,237.1634734,161.0261901,7,0.271865689,0.500364776,0.663203206,0.912713704,1.346074042,1.514165325,1.697897405,NA,NA,0.237916692,0.365015814,0.365015814,0.564995738,0.564995738,0.705015814,0.705015814,1.045015814,1.045015814,1.145015814,1.145015814,1.414807613,1.414807613,1.755015814
CORRECTPAEnglish_005b_ExpAudio_B_03_ER_P05_1,P05,fall,M,Did Linda bake these muffins?,90.3561169,186.1152458,95.75912892,8,0.537758991,0.656788926,0.888193893,1.052629528,1.230357581,1.445317993,1.670196953,1.799341,NA,0.498154412,0.664985139,0.664985139,0.835263213,0.835263213,0.936249421,0.936249421,1.174985139,1.174985139,1.384985139,1.384985139,1.525075109,1.525075109,1.950146763
CORRECTPAEnglish_026b_ExpAudio_B_05_ER_P26_1,P26,fall,M,Did Mommy fold the laundry?,77.17219234,127.4189999,50.24680758,7,0.266064753,0.591670894,0.659079185,0.778034896,1.046964388,1.31973143,1.52922405,NA,NA,0.211558603,0.335026429,0.335026429,0.536429163,0.536429163,0.675026429,0.675026429,0.954416438,0.954416438,1.054356399,1.054356399,1.34476857,1.34476857,1.574975466
CORRECTPAEnglish_034b_ExpAudio_B_05_G_P34_1,P34,fall,F,Did Mary hurt her shoulder?,115.3935916,238.2889791,122.8953875,7,0.361960653,0.604873407,0.756345091,1.084825215,1.328533723,1.430684877,1.571802238,NA,NA,0.337130588,0.434980531,0.434980531,0.614980531,0.614980531,0.774980531,0.774980531,0.999062457,0.999062457,1.084980531,1.084980531,1.392963648,1.392963648,1.605434162
CORRECTPAEnglish_033a_ExpAudio_A_01_ER_P33_1,P33,fall,F,Did Lenny drink a milkshake?,79.64850207,410.8271147,331.1786126,7,0.404061263,0.537525625,0.687121397,0.879554209,1.187124122,1.307215389,1.532196497,NA,NA,0.371678041,0.514026645,0.514026645,0.625843582,0.625843582,0.787601306,0.787601306,1.034956596,1.034956596,1.093106133,1.093106133,1.404836033,1.404836033,1.848737973
CORRECTPAEnglish_005b_ExpAudio_B_04_G_P05_1,P05,fall,M,Did Lee forget his ticket?,101.8435947,471.9778976,370.1343029,5,0.428961148,0.875512645,1.242166479,1.334207031,1.379596893,NA,NA,NA,NA,0.374960652,0.515932339,0.515932339,0.674984399,0.674984399,0.829757992,0.829757992,0.959427798,0.959427798,1.113008192,1.113008192,1.325077928,1.325077928,1.490103418
CORRECTPAEnglish_029a_ExpAudio_A_02_ER_P29_1,P29,fall,F,Did Tracy plant those daisies?,74.95785806,397.5380232,322.5801651,5,0.285722792,0.528348745,0.856548167,1.00058653,1.716914293,NA,NA,NA,NA,0.258441494,0.374976048,0.374976048,0.605382073,0.605382073,0.734976048,0.734976048,1.034976048,1.034976048,1.231202359,1.231202359,1.50765467,1.50765467,1.880290001
CORRECTPAEnglish_025a_ExpAudio_A_05_ER_P25_1,P25,fall,F,Did Mary hurt her shoulder?,84.15059411,356.2379659,272.0873718,7,0.394116535,0.72065675,0.87986374,1.401140741,1.582882719,1.66536096,1.819918158,NA,NA,0.281256443,0.414951022,0.414951022,0.615851642,0.615851642,0.782398931,0.782398931,1.014951022,1.014951022,1.138299727,1.138299727,1.536517892,1.536517892,1.844519799
CORRECTPAEnglish_034b_ExpAudio_B_04_ER_P34_1,P34,fall,F,Did Daddy make his pancakes?,103.7525254,243.1278777,139.3753523,6,0.292286284,0.548792302,0.776657215,1.184921102,1.419630607,1.582156204,NA,NA,NA,0.266423205,0.394962405,0.394962405,0.595503518,0.595503518,0.703501612,0.703501612,0.924962405,0.924962405,1.064962405,1.064962405,1.35424891,1.35424891,1.79964764
CORRECTPAEnglish_019a_ExpAudio_A_03_ER_P19_1,P19,fall,F,Did Eugene wear his snowboots?,79.08863193,220.4722189,141.383587,6,0.274164112,0.378658286,0.60290983,0.837642157,1.66005877,1.72410375,NA,NA,NA,0.251905537,0.385030376,0.385030376,0.52535016,0.52535016,0.787910059,0.787910059,1.045030376,1.045030376,1.195030376,1.195030376,1.565123048,1.565123048,2.038601413
CORRECTPAEnglish_020b_ExpAudio_B_06_G_P20_1,P20,fall,F,Did Gerald like the meatballs?,145.2257192,600.2300945,455.0043753,5,0.258955433,0.632776376,0.753491412,1.003936736,1.469296551,NA,NA,NA,NA,0.248270375,0.38496708,0.38496708,0.49496708,0.49496708,0.70496708,0.70496708,0.93496708,0.93496708,1.03496708,1.03496708,1.26496708,1.26496708,1.729099502
CORRECTPAEnglish_033a_ExpAudio_A_02_ER_P33_1,P33,fall,F,Did Tracy plant those daisies?,66.50139087,339.8368669,273.33547600000003,4,0.397476165,0.661773711,0.776472585,1.76998484,NA,NA,NA,NA,NA,0.360335783,0.485031849,0.485031849,0.677230296,0.677230296,0.825031849,0.825031849,1.115031849,1.115031849,1.293216658,1.293216658,1.515144994,1.515144994,1.965031849
CORRECTPAEnglish_018b_ExpAudio_B_06_NAI_P18_1,P18,neutral,F,Did Marvin fix the tv?,196.8901216,246.9201719,50.03005032,3,0.18525805,1.384845847,1.660050162,NA,NA,NA,NA,NA,NA,0.165326503,0.244971388,0.244971388,0.51052816,0.51052816,0.702867186,0.702867186,1.048420664,1.048420664,1.148982811,1.148982811,1.39664139,1.39664139,1.69795451
CORRECTPAEnglish_024b_ExpAudio_B_05_NAI_P24_1,P24,rise,F,Did Alice eat my muffin?,315.4668335,510.9598353,195.4930018,4,0.257562402,1.190385589,1.296780705,1.42967808,NA,NA,NA,NA,NA,0.222957244,0.405212481,0.405212481,0.566297304,0.566297304,0.806745313,0.806745313,0.915740465,0.915740465,1.040836894,1.040836894,1.240765988,1.240765988,1.44436659
CORRECTPAEnglish_020b_ExpAudio_B_04_NAI_P20_1,P20,fall,F,Did Sean finish his project?,130.2180367,243.9473796,113.729343,6,0.418026886,0.907416673,1.273005046,1.600792663,1.888311223,2.06347145,NA,NA,NA,0.409145779,0.574226541,0.574226541,1.04266168,1.04266168,1.254404712,1.254404712,1.500880705,1.500880705,1.676247933,1.676247933,1.940034229,1.940034229,2.252010875
CORRECTPAEnglish_013b_ExpAudio_B_05_AI_P13_1,P13,rise,M,Did Dave finish the repairs?,74.98492472,161.532395,86.54747029,5,0.304904452,0.409651915,0.620393836,1.321889989,1.743373831,NA,NA,NA,NA,0.264339745,0.431274234,0.431274234,0.689413961,0.689413961,0.855890401,0.855890401,1.096207998,1.096207998,1.214099977,1.214099977,1.361831876,1.361831876,1.911217404
CORRECTPAEnglish_006a_ExpAudio_A_01_NAI_P06_1,P06,neutral,M,Did Caleb wash the dishes?,108.8726238,167.0324511,58.15982729,6,0.322157303,0.559434853,0.677131232,1.140809733,1.340225444,1.426791084,NA,NA,NA,0.295124914,0.39078932,0.39078932,0.569553406,0.569553406,0.752976078,0.752976078,1.023877587,1.023877587,1.12245394,1.12245394,1.23895814,1.23895814,1.508310998
